"Part Type","Designator","Footprint","Description"
"R0608","RC112","CHIP0805",""
"R0608","RC121","CHIP0805",""
"R0608","Rn11","CHIP0805",""
"R0608","RB124","CHIP0805",""
"R0608","RB162","CHIP0805",""
"R0608","RA161","CHIP0805",""
"R0608","RA151","CHIP0805",""
"R0608","RA141","CHIP0805",""
"R0608","RB126","CHIP0805",""
"R0608","RB123","CHIP0805",""
"R0608","Rn12","CHIP0805",""
"R0608","RB161","CHIP0805",""
"R0608","RB163","CHIP0805",""
"R0608","RB164","CHIP0805",""
"R0608","RB166","CHIP0805",""
"R0608S","R35","CHIP0805",""
"R0608S","R37","CHIP0805",""
"R0608S","R41","CHIP0805",""
"R0608S","R49","CHIP0805",""
"R0608S","R33","CHIP0805",""
"R0608S","R31","CHIP0805",""
"R0608S","R39","CHIP0805",""
"R0608S","R29","CHIP0805",""
"R0608S","R51","CHIP0805",""
"R0608S","R47","CHIP0805",""
"R0608S","Rib2","CHIP0805",""
"R0608S","R43","CHIP0805",""
"R0608S","R45","CHIP0805",""
"R0608S","Rib1","CHIP0805",""
"R0608S","R50","CHIP0805",""
"R0608S","R25","CHIP0805",""
"R0608S","R27","CHIP0805",""
"R0608S","R44","CHIP0805",""
"R0608S","R46","CHIP0805",""
"R0608S","R48","CHIP0805",""
"R0608S","R30","CHIP0805",""
"R0608S","R32","CHIP0805",""
"R0608S","R34","CHIP0805",""
"R0608S","R24","CHIP0805",""
"R0608S","R26","CHIP0805",""
"R0608S","R28","CHIP0805",""
"R0608S","RG2","CHIP0805",""
"R0608S","R36","CHIP0805",""
"R0608S","RG1","CHIP0805",""
"R0608S","R38","CHIP0805",""
"R0608S","R42","CHIP0805",""
"R0608S","R40","CHIP0805",""
"R","Rt1","CHIP0805",""
"R","VL3","CHIP0805",""
"R","RP1","chip0805",""
"SPX1117-1.5","UP3","TO-252",""
"SPX1117-1.5","UP2","TO-252",""
"SPX1117-3.3","UP7","TO-252",""
"SPX1117-3.3","UP8","TO-252",""
"SPX1117-3.3","U_Clk1","TO-252",""
"SPX1117-3.3","UP11","TO-252",""
"SPX1117-3.3","UP5","TO-252",""
"SPX1117-3.3","UP6","TO-252",""
"USB_2A","XI5","USBA-2J-M",""
"USB_2A","XI4","USBA-2J-M",""
"USB_2A","XI6","USBA-2J-M",""
"USB_2A","XI2","USBA-2J-M",""
"USB_2A","XI1","USBA-2J-M",""
"USB_2A","XI3","USBA-2J-M",""
"USB_2A","XI8","USBA-2J-M",""
"USB_2A","XI7","USBA-2J-M",""
"USB_A","XFL1","USB-A",""
"USB_A","XL1","usb-a",""
"USB_A","XL2","usb-a",""
"XO-25.000MHz","UG4","XO_SMT",""
"chip1206","C_clk2","1206",""
"chip1206","C_clk1","1206",""
"chip1206","C4","CHIP1206",""
"chip2225s","C2","CHIP1206",""
"chip2225s","C3","CHIP1206",""
"chip2225s","C1","CHIP1206",""
